Optic_TM;Th;Color;Lines;TO;TO_dens;Roll;NewGroup;NewCombo;Quant;Vs;Downtime
1;12,00;6;3;1;11,90;480;0;1;28,90;4,38;0,24
1;12,00;7;3;1;10,32;510;1;1;8,33;1,98;0,40
1;12,00;6;3;1;15,12;420;0;1;14,64;3,00;0,21
1;12,00;6;3;1;11,26;480;1;1;30,44;6,18;
1;12,00;7;3;1;7,39;660;1;1;14,99;2,22;0,28
1;12,00;8;4;1;15,87;420;0;1;14,76;4,92;
1;12,00;5;3;1;12,25;480;0;1;14,62;3,90;0,09
1;12,00;8;3;1;11,90;480;0;1;22,20;5,94;
;10,00;3;9;2;19,81;360;1;;42,27;8,16;
;20,00;8;3;2;9,18;660;0;;20,13;5,34;
;20,00;10;4;4;17,05;460;0;1;20,40;4,80;
;20,00;7;6;2;44,70;570;1;1;22,72;5,34;
;20,00;7;6;2;44,70;570;0;;27,84;6,18;
;20,00;10;6;4;44,70;570;0;1;18,68;5,10;
;20,00;7;6;1;44,70;570;0;1;22,22;7,20;
;20,00;10;4;4;17,05;460;0;1;28,06;5,34;
;20,00;10;6;5;37,47;570;0;1;18,87;4,50;
;20,00;8;4;3;17,05;460;0;1;30,81;5,58;0,36
;20,00;7;6;1;44,70;570;0;1;18,20;3,78;0,21
;20,00;8;3;2;9,18;660;0;1;18,64;5,88;
;20,00;10;4;3;17,05;460;0;1;17,58;2,82;0,16
;20,00;9;6;3;44,70;570;0;1;30,23;8,64;
;20,00;9;4;2;17,05;460;0;1;29,61;7,26;
;20,00;10;6;4;44,70;570;0;1;30,24;8,22;
;20,00;8;4;3;17,05;460;0;1;17,51;3,48;0,23
;20,00;9;4;2;17,05;460;0;1;19,46;4,02;0,19
;20,00;9;4;3;17,05;460;0;1;18,04;2,82;0,33
;20,00;10;6;4;44,70;570;0;1;18,13;6,24;
;20,00;8;6;2;37,47;570;0;1;18,38;6,66;
;20,00;9;4;4;17,05;460;0;1;19,72;4,08;0,21
;20,00;7;6;1;44,70;570;0;;24,00;3,60;0,21
;20,00;7;6;1;44,70;570;0;;30,03;4,02;
;20,00;7;6;1;44,70;570;0;;29,50;6,78;
;20,00;7;6;1;44,70;570;0;;30,49;8,94;
;20,00;7;6;1;44,70;570;0;;29,91;6,00;0,10
;20,00;7;3;1;9,18;660;0;;18,93;4,86;0,19
;25,00;8;4;2;12,12;660;1;1;15,29;2,82;0,20
;25,00;8;4;2;12,12;660;0;;23,69;4,38;0,22
;25,00;8;3;1;8,77;600;1;1;7,35;1,80;0,24
;25,00;8;3;1;8,77;600;0;;8,29;2,64;0,32
;25,00;8;3;1;8,77;600;0;;14,08;2,88;0,39
;25,00;8;3;1;8,77;600;0;;8,39;5,04;
;25,00;8;4;2;12,12;660;0;;22,92;4,08;0,25
;25,00;8;4;1;12,12;660;0;1;10,37;1,50;0,36
;25,00;8;4;1;12,12;660;0;;12,47;4,02;
;25,00;8;3;2;9,40;560;0;1;27,95;4,80;0,11
;25,00;8;3;2;9,40;560;0;1;33,67;3,18;0,40
;25,00;8;3;1;9,40;560;0;1;13,32;3,78;
;25,00;8;3;1;9,40;560;0;;12,61;3,30;0,13
;25,00;8;3;1;9,40;560;0;;10,92;5,94;
;25,00;8;3;2;9,40;560;0;1;16,83;1,68;0,57
;25,00;8;3;2;9,40;560;0;;18,63;3,12;0,42
;25,00;8;3;2;9,40;560;0;;26,73;4,86;0,24
;25,00;8;4;2;12,12;660;0;1;23,41;5,22;
;25,00;8;3;1;8,77;600;0;;11,23;4,80;
;25,00;8;3;1;8,77;600;0;;13,96;2,94;
;25,00;8;3;1;9,40;560;1;1;15,74;4,32;
;25,00;8;3;1;9,40;560;0;;27,42;4,86;
;25,00;8;3;2;9,40;560;1;1;15,79;3,66;
;25,00;8;3;1;9,40;560;0;1;16,74;5,28;
1;20,00;9;4;4;11,88;660;0;1;23,11;5,34;
1;20,00;2;5;1;25,80;510;1;1;0,32;0,42;
1;20,00;7;4;2;11,88;660;0;1;23,87;4,08;0,40
1;20,00;8;3;2;8,03;600;1;1;32,67;4,02;0,33
1;20,00;6;3;1;8,03;600;0;1;64,27;9,18;0,26
1;20,00;6;3;1;8,03;600;0;;40,60;10,38;
1;20,00;7;3;1;8,03;600;0;1;15,74;2,70;0,26
1;20,00;8;3;3;8,03;600;0;1;23,82;5,58;
1;20,00;7;3;1;8,03;600;0;1;41,95;9,66;
1;20,00;7;3;1;8,03;600;0;;41,07;7,68;0,09
1;20,00;8;3;3;8,03;600;0;1;61,22;9,54;0,06
1;20,00;9;4;2;11,88;660;0;1;20,86;3,00;0,29
1;20,00;7;3;3;8,03;600;0;1;60,87;9,24;0,18
1;20,00;7;3;1;8,03;600;0;1;60,45;11,88;
1;20,00;10;3;3;12,87;370;1;1;20,31;2,64;0,33
1;20,00;6;4;1;13,33;500;1;1;34,35;7,08;0,16
1;20,00;8;4;2;13,33;500;1;1;21,67;2,16;0,55
1;20,00;8;4;2;17,54;380;1;1;20,50;2,94;0,34
1;20,00;7;4;2;22,22;450;1;1;20,77;2,94;0,46
1;20,00;9;4;2;11,88;660;1;1;12,66;2,94;
1;20,00;9;4;4;22,22;450;1;1;25,00;5,88;
1;20,00;7;4;1;17,54;380;1;1;13,62;3,96;
1;20,00;6;4;1;13,33;500;0;1;12,04;4,98;
1;20,00;6;3;2;8,03;600;0;1;30,50;9,66;
1;20,00;8;3;2;8,03;600;0;1;27,13;6,12;0,15
1;20,00;8;3;2;8,03;600;0;1;3,70;11,10;
;30,00;5;3;3;8,35;570;0;1;27,53;3,84;0,49
;30,00;2;1;1;4,99;680;1;1;0,18;0,72;
;30,00;5;3;3;8,35;570;0;1;25,19;4,08;0,27
1;20,00;8;5;1;21,93;380;0;;12,45;3,18;
1;20,00;10;5;1;21,93;380;0;;15,33;2,46;
1;20,00;8;5;1;21,93;380;0;;14,01;3,66;0,09
1;20,00;10;6;1;25,06;420;0;;52,93;6,36;0,14
1;20,00;10;6;1;25,06;420;0;;26,28;4,68;0,15
1;20,00;10;6;1;25,06;420;0;;27,70;2,70;0,58
1;20,00;7;5;2;18,18;440;0;1;22,21;2,82;0,35
1;20,00;7;4;1;15,38;510;0;1;14,67;6,54;
1;20,00;7;6;1;25,00;400;0;1;16,01;5,22;
1;20,00;7;6;1;21,65;440;0;1;15,52;1,62;0,55
1;20,00;9;5;3;21,93;380;1;1;30,76;3,48;0,41
1;20,00;8;9;1;32,68;680;1;1;18,15;5,34;
1;20,00;9;6;1;25,06;420;1;1;24,83;6,36;
1;20,00;9;6;1;25,06;420;0;;51,15;8,76;0,11
1;20,00;7;5;1;21,93;380;0;1;15,45;3,66;
1;20,00;10;9;1;32,68;680;1;1;14,95;2,22;0,33
1;20,00;10;5;1;21,93;380;0;;26,83;4,62;0,14
1;20,00;10;5;1;21,93;380;0;;24,46;7,14;
1;20,00;7;5;3;21,93;380;0;1;27,75;3,00;0,20
1;20,00;6;5;1;18,18;440;0;1;15,36;6,60;
1;20,00;10;5;3;13,59;640;0;1;85,32;10,92;
1;20,00;8;4;1;19,23;400;0;1;14,12;4,44;
1;20,00;10;5;1;21,93;380;0;;26,48;7,56;
1;20,00;10;5;1;21,93;380;0;;51,97;7,08;0,25
1;20,00;10;5;1;21,93;380;0;;25,81;5,22;
1;20,00;10;5;1;21,93;380;0;;49,55;5,82;
1;20,00;10;5;1;21,93;380;0;1;15,36;2,76;0,30
1;20,00;10;5;1;21,93;380;0;;14,80;3,42;0,15
1;20,00;10;5;1;21,93;380;0;;14,49;2,28;0,34
1;20,00;10;5;1;21,93;380;0;1;33,46;4,20;0,32
1;20,00;10;5;1;21,93;380;0;;49,95;8,82;
1;20,00;10;5;1;21,93;380;0;;26,37;4,08;0,25
1;20,00;10;5;1;21,93;380;0;;47,63;5,94;0,27
1;20,00;10;5;1;21,93;380;0;1;40,14;7,08;
1;20,00;10;6;1;25,06;420;0;1;13,89;2,46;0,46
1;20,00;10;5;3;13,59;640;0;1;125,01;9,36;0,24
1;20,00;9;5;2;13,59;640;1;1;12,27;1,62;0,44
1;20,00;10;5;1;21,93;380;0;1;14,49;2,82;0,29
1;20,00;10;5;1;21,93;380;0;;13,70;4,44;
1;20,00;10;5;1;21,93;380;0;;26,11;4,14;0,18
1;20,00;10;5;1;21,16;420;1;1;14,62;3,30;
1;20,00;10;5;1;21,16;420;0;;13,40;2,76;0,17
1;20,00;10;5;1;21,16;420;0;;14,63;6,06;
1;20,00;10;5;1;21,16;420;0;;26,17;4,14;0,21
1;20,00;10;5;1;21,16;420;0;;13,01;3,42;
1;20,00;10;5;1;21,16;420;0;1;10,57;3,00;
1;20,00;10;5;1;29,76;420;0;;25,50;4,38;0,17
1;20,00;10;5;1;21,16;420;0;1;15,15;2,46;0,30
1;20,00;10;5;1;21,16;420;0;;14,25;2,94;0,21
1;20,00;10;5;1;21,16;420;0;;13,30;4,32;
1;20,00;10;5;1;21,16;420;0;;25,44;4,26;0,25
1;20,00;10;5;1;21,16;420;0;;25,32;6,36;
1;20,00;9;5;1;21,16;420;0;;25,63;2,46;0,10
1;20,00;9;5;1;21,93;380;0;1;14,20;2,64;0,27
1;20,00;9;5;1;21,93;380;0;1;27,36;4,74;
1;20,00;8;4;2;20,00;400;0;1;16,59;5,52;
1;20,00;10;5;1;29,76;420;1;1;9,07;1,38;0,38
1;20,00;10;5;1;29,76;420;0;;9,25;1,38;0,32
1;20,00;7;4;1;13,59;640;1;1;25,75;5,04;0,15
1;20,00;7;4;1;13,59;640;1;1;25,78;4,68;0,18
1;20,00;7;4;1;13,59;640;1;1;26,00;3,54;0,42
1;20,00;7;4;1;13,59;640;1;1;25,25;5,28;0,09
1;20,00;8;4;3;20,00;400;1;1;14,18;2,46;0,33
1;20,00;9;5;1;21,16;420;0;1;14,17;3,18;0,09
1;20,00;9;5;1;21,93;380;0;1;53,07;7,08;
1;20,00;9;5;1;21,93;380;0;1;52,81;8,10;
1;20,00;10;5;1;21,93;380;1;1;27,39;5,76;
1;20,00;10;5;1;21,93;380;0;;13,95;3,48;
1;20,00;10;5;1;21,93;380;0;;13,27;3,96;
1;20,00;10;5;1;21,93;380;0;;14,16;3,36;
1;20,00;10;5;1;21,93;380;0;;27,08;4,74;
1;20,00;10;5;1;21,93;380;0;;54,63;6,66;0,15
1;20,00;10;5;1;21,93;380;0;;25,38;4,98;
1;20,00;10;5;1;21,93;380;0;;26,32;5,64;
1;20,00;9;5;1;21,93;380;0;;27,54;4,26;0,38
1;20,00;9;5;1;21,93;380;0;;25,28;4,80;0,16
1;20,00;10;5;1;21,93;380;0;;67,15;13,20;
1;20,00;10;5;1;21,93;380;0;;53,53;10,38;
1;20,00;10;5;1;21,93;380;0;;52,30;6,96;0,13
1;20,00;10;5;1;21,93;380;0;;101,71;11,76;
1;20,00;10;5;1;21,93;380;0;;102,03;8,34;0,08
1;20,00;10;5;1;21,93;380;0;;27,77;7,56;
1;20,00;9;6;1;25,06;420;0;;27,30;6,06;0,15
1;20,00;9;6;1;25,06;420;0;;25,72;4,20;0,12
1;20,00;9;6;1;25,06;420;0;;25,06;6,24;
1;20,00;10;5;1;21,93;380;0;;95,90;10,02;
1;20,00;10;5;1;21,93;380;0;;97,78;6,60;0,13
1;20,00;10;5;1;21,93;380;0;;40,44;4,32;0,28
1;20,00;9;6;1;25,06;420;0;;26,89;7,50;
1;20,00;9;6;1;25,06;420;0;;50,26;6,60;0,02
1;20,00;9;6;1;25,06;420;0;;51,80;8,28;0,12
1;20,00;10;6;1;25,14;645;0;;27,93;5,10;
1;20,00;10;6;1;25,14;645;0;;49,36;2,40;0,31
1;20,00;9;6;1;25,06;420;0;;51,40;8,70;
1;20,00;10;6;1;25,06;420;0;;26,35;4,50;
1;20,00;10;6;1;25,06;420;0;;25,74;4,98;
1;20,00;10;6;1;25,06;420;0;;26,18;5,22;0,27
1;20,00;10;6;1;25,06;420;0;;25,96;5,64;
1;20,00;9;6;1;25,06;420;0;;54,34;11,22;
1;20,00;9;6;1;25,06;420;0;;53,79;9,66;
;25,00;6;3;3;8,35;570;0;1;22,74;6,66;
;23,00;9;3;1;12,05;400;0;1;40,10;5,46;
;23,00;9;3;1;12,05;400;0;;7,32;2,94;
;23,00;9;3;1;12,05;400;0;;40,28;7,08;
;23,00;9;3;1;12,05;400;0;;29,64;11,46;
;23,00;9;3;1;12,05;400;0;;21,46;7,80;
;23,00;9;3;1;12,05;400;0;;4,18;1,92;
;23,00;8;3;1;12,05;400;1;1;3,10;0,60;0,38
;23,00;8;3;3;12,05;400;0;1;12,62;4,08;
;23,00;8;3;3;12,05;400;0;1;12,63;3,24;
;23,00;9;3;2;12,05;400;0;1;13,79;3,78;
;23,00;8;3;1;12,05;400;0;1;1,78;0,48;
;23,00;8;3;1;12,05;400;0;1;4,40;1,20;
;23,00;8;3;2;12,05;400;0;1;6,32;1,92;
;23,00;8;3;1;12,05;400;0;1;4,42;1,08;0,25
;23,00;8;3;3;12,05;400;1;1;12,32;1,14;0,63
;23,00;8;3;1;12,05;400;0;1;4,26;0,84;0,45
;23,00;8;3;1;12,05;400;0;;4,34;1,86;
;23,00;8;3;1;12,05;400;1;1;4,21;2,22;
;23,00;8;3;1;12,05;400;1;1;4,32;1,50;
;23,00;8;3;2;12,05;400;0;1;13,04;4,20;
;23,00;8;3;2;12,05;400;0;1;6,63;1,56;0,31
;23,00;8;3;1;12,05;400;0;1;2,41;0,36;0,67
;23,00;9;3;1;10,04;480;1;1;5,19;1,86;
;23,00;8;3;1;12,05;400;1;1;4,03;1,08;
;23,00;8;3;1;12,05;400;1;1;4,87;2,10;
;23,00;8;3;1;12,05;400;1;1;4,77;1,92;
;23,00;8;3;3;12,05;400;0;1;12,05;2,52;
;23,00;8;3;1;12,05;400;1;1;7,23;1,80;0,27
;23,00;8;3;1;12,05;400;0;;11,10;2,10;0,41
;23,00;8;3;1;12,05;400;0;;4,53;9,06;
;23,00;8;3;1;12,05;400;0;;4,63;0,84;0,35
;23,00;5;3;1;12,05;400;1;1;4,68;2,34;
;23,00;5;3;1;12,05;400;1;1;4,62;2,94;
;23,00;5;3;1;12,05;400;0;;4,33;1,38;0,24
;23,00;5;3;1;12,05;400;0;;4,58;0,96;0,45
;23,00;8;3;1;12,05;400;0;1;12,78;5,28;
;23,00;8;3;1;12,05;400;0;;12,94;5,34;
;23,00;8;3;1;12,05;400;0;;4,10;8,22;
;23,00;8;3;1;12,05;400;0;;14,06;3,78;0,24
;23,00;8;3;1;12,05;400;0;1;8,91;2,40;
;23,00;8;3;1;12,05;400;0;;4,61;2,10;
;23,00;8;3;2;12,05;400;1;1;12,38;3,00;
;23,00;8;3;1;12,05;400;0;1;4,68;0,54;0,66
;23,00;5;3;1;12,05;400;1;1;3,76;1,02;0,47
;23,00;5;3;1;12,05;400;0;;4,49;1,08;0,53
;23,00;5;3;1;12,05;400;0;;4,63;2,34;
;23,00;8;3;1;12,05;400;0;;4,00;1,74;
;23,00;8;3;1;12,05;400;1;1;4,42;0,78;0,51
;23,00;8;3;1;12,05;400;0;;3,87;0,60;0,63
;23,00;8;3;2;12,05;400;0;1;32,37;4,38;0,10
;23,00;8;3;1;12,05;400;1;1;3,39;0,72;0,32
;23,00;8;3;1;12,05;400;1;1;3,96;1,02;0,30
;23,00;9;3;1;10,04;480;1;1;3,91;0,48;0,63
;23,00;8;3;1;12,05;400;1;1;4,32;1,26;
;23,00;8;3;1;12,05;400;1;1;4,56;1,38;
;23,00;8;3;1;12,05;400;0;;4,84;1,44;0,65
;23,00;8;3;1;12,05;400;0;;6,68;3,06;
;23,00;8;3;1;12,05;400;1;1;4,64;1,20;
;23,00;8;3;1;12,05;400;0;;65,02;5,64;0,09
;23,00;8;3;1;12,05;400;0;;70,80;7,14;0,07
;23,00;8;3;1;12,05;400;0;;53,69;3,90;0,28
;23,00;8;3;1;12,05;400;0;;29,70;6,12;
;23,00;8;3;2;12,05;400;0;1;16,72;4,38;
;23,00;6;3;1;12,05;400;1;1;3,54;1,14;
;23,00;8;3;1;12,05;400;1;1;4,05;0,78;0,44
;23,00;8;3;1;12,05;400;0;;4,67;1,20;0,13
;23,00;8;3;1;12,05;400;1;1;3,95;0,84;0,34
;23,00;9;3;2;12,05;400;0;1;12,59;4,20;
;23,00;9;3;2;12,05;400;0;;40,59;5,94;0,13
;23,00;8;3;1;12,05;400;1;1;40,78;5,94;
;23,00;8;3;3;12,05;400;1;1;13,12;2,04;0,23
;23,00;8;3;1;12,05;400;1;1;2,05;1,02;
;23,00;8;3;1;12,05;400;0;;4,64;1,20;0,13
;23,00;5;3;1;12,05;400;1;1;4,21;2,52;
;23,00;5;3;1;12,05;400;0;;4,50;1,02;0,39
;23,00;5;3;1;12,05;400;0;;3,93;0,72;0,38
;23,00;8;3;1;12,05;400;0;;4,51;2,46;
;23,00;6;3;1;12,05;400;1;1;4,25;1,92;
;23,00;6;3;1;12,05;400;0;;4,44;2,52;
;23,00;6;3;1;12,05;400;0;;3,62;1,44;0,20
;23,00;6;3;1;12,05;400;0;;4,32;0,66;0,65
;23,00;8;3;1;12,05;400;1;1;3,89;1,32;
;23,00;8;3;1;12,05;400;0;;4,58;1,26;0,26
;23,00;8;3;1;12,05;400;1;1;3,43;0,78;0,22
;23,00;8;3;1;12,05;400;1;1;4,09;1,68;
;23,00;8;3;1;12,05;400;0;;4,66;2,52;
;23,00;8;3;1;12,05;400;1;1;12,24;2,64;0,25
;23,00;8;3;1;12,05;400;0;;10,91;2,58;0,24
;23,00;9;3;1;10,04;480;0;;4,10;2,04;
;23,00;9;3;1;10,04;480;0;;12,25;1,74;0,40
;23,00;9;3;1;10,04;480;0;;10,66;1,20;0,64
;23,00;9;3;1;10,04;480;0;;13,30;1,62;0,54
;23,00;8;3;1;12,05;400;1;1;4,65;0,96;0,34
;23,00;8;3;1;12,05;400;1;1;2,43;0,96;
;23,00;8;3;1;12,05;400;1;1;4,44;1,44;0,11
;23,00;8;3;2;12,05;400;1;1;13,55;2,46;0,50
;23,00;6;3;2;12,05;400;1;1;13,17;3,78;
;23,00;8;3;1;12,05;400;1;1;6,19;1,74;
;23,00;8;3;1;12,05;400;1;1;6,31;1,74;
;23,00;9;3;1;10,04;480;1;1;14,43;2,22;0,46
;23,00;6;3;1;12,05;400;0;;4,08;1,74;0,07
;23,00;8;3;1;12,05;400;1;1;21,26;2,64;0,50
;23,00;8;3;1;12,05;400;1;1;21,04;9,36;
;23,00;8;3;1;12,05;400;0;;25,77;4,68;
;23,00;8;3;1;12,05;400;0;;56,45;6,48;0,15
;23,00;8;3;1;12,05;400;0;;25,17;4,14;0,27
;23,00;8;3;1;12,05;400;1;1;4,56;3,42;
;23,00;8;3;1;12,05;400;1;1;5,01;2,10;
;23,00;6;3;1;12,05;400;0;1;4,66;4,68;
;23,00;6;3;1;12,05;400;0;;4,65;0,66;0,64
;23,00;6;3;1;12,05;400;0;1;4,87;1,50;
;23,00;6;3;1;12,05;400;0;;4,56;1,98;0,21
;23,00;8;3;1;18,07;400;1;1;2,09;0,66;0,22
;23,00;8;3;1;18,07;400;1;1;2,38;0,48;0,46
;23,00;8;3;1;18,07;400;0;;4,53;1,44;
;23,00;8;3;1;12,05;400;1;1;4,04;0,72;0,45
;23,00;8;3;1;12,05;400;1;1;4,43;1,44;
;23,00;8;3;1;12,05;400;0;;4,31;0,84;0,41
;23,00;8;3;1;12,05;400;0;;4,64;1,56;
;23,00;8;3;1;18,07;400;1;1;2,21;0,66;0,18
;23,00;8;3;1;18,07;400;1;;4,14;1,08;0,17
;23,00;8;3;1;7,77;620;1;1;2,55;0,72;0,38
;23,00;8;3;3;12,05;400;1;1;5,47;1,44;
;23,00;8;3;1;12,05;400;1;1;6,93;1,38;0,34
;23,00;8;3;1;12,05;400;0;;7,99;2,04;0,19
;23,00;8;3;1;12,05;400;0;;4,49;0,72;0,54
;23,00;8;3;2;14,06;400;1;1;14,77;1,26;0,64
;23,00;8;3;1;12,05;400;1;1;4,11;0,36;0,77
;23,00;8;3;1;12,05;400;0;;4,53;1,62;
;23,00;8;3;1;12,05;400;1;1;2,41;0,36;0,60
;23,00;9;3;1;12,05;400;0;;10,85;4,50;
;23,00;9;3;1;12,05;400;0;;4,21;1,20;0,10
;23,00;9;3;1;12,05;400;1;1;17,66;2,64;0,10
;23,00;9;3;1;12,05;400;1;1;38,43;4,80;0,08
;23,00;8;3;3;12,05;400;1;1;7,45;0,84;0,64
;23,00;8;3;1;12,05;400;1;1;3,22;0,78;0,42
;23,00;9;3;1;12,05;400;0;;28,64;3,54;0,42
;23,00;9;3;1;12,05;400;1;1;14,27;4,50;
;23,00;9;3;1;12,05;400;0;;13,10;2,94;0,23
;23,00;9;3;1;12,05;400;0;;18,35;2,94;0,36
;23,00;9;3;1;12,05;400;0;;4,02;6,06;
;23,00;9;3;1;12,05;400;0;;10,92;3,96;
;23,00;9;3;1;12,05;400;0;;29,69;4,38;
;23,00;9;3;1;12,05;400;0;;64,83;12,54;
;23,00;9;3;1;12,05;400;0;;50,02;4,74;
;23,00;9;3;1;12,05;400;0;;8,95;1,86;0,17
;23,00;9;3;1;12,05;400;0;;53,95;8,28;
;23,00;9;3;1;12,05;400;0;;43,70;6,72;0,15
;23,00;9;3;1;12,05;400;0;;8,94;3,18;
;23,00;9;3;1;12,05;400;0;;17,76;7,08;
;23,00;9;3;1;12,05;400;0;;17,52;2,94;0,30
;23,00;9;3;1;12,05;400;0;;21,59;3,72;0,20
;23,00;9;3;1;12,05;400;1;1;54,29;6,66;0,04
;23,00;9;3;1;12,05;400;0;;31,44;5,10;
;25,00;6;5;1;37,21;500;0;;23,84;2,94;0,49
;25,00;8;4;3;22,32;480;0;1;11,04;2,04;0,09
;25,00;9;3;1;12,82;400;0;1;9,84;2,16;0,22
;25,00;5;4;1;25,51;420;0;1;11,77;4,44;
;25,00;5;4;1;22,32;480;0;1;11,62;1,86;0,55
;25,00;10;3;2;12,82;400;0;1;32,32;3,66;0,43
;25,00;8;4;3;22,32;480;0;1;17,78;5,34;
;25,00;6;4;2;22,32;480;0;1;15,91;3,12;0,43
;25,00;10;3;1;12,82;400;0;1;12,26;5,64;
;25,00;10;3;1;12,82;400;0;;14,89;2,46;0,19
;25,00;9;3;1;12,82;400;0;1;10,88;3,12;
;20,00;8;4;2;13,23;600;0;;10,57;2,46;
;20,00;7;5;1;25,51;480;0;1;12,68;3,12;0,24
